Problems
benefits ,the food doesn't have seasoning ,the food is stale,yeah
I want to study architecture so to pay for college,To get to know other people like have like a little group session to get to know people and the reason they joined,To get to know people,
"20 year retirement, take a break from school, get physically and mentally stronger, free housing and health care",I think I did everything just the way I wanted,,
I want to serve my country and have enough money to build my own house,Nothing is coming in mind that I would change,I wouldn't change anything with my training ,Nothing comes to mind
to move my moms out the hood ,Streched*,,
For family ,No,Idk,Not sure 
College ,,,
"To help protect NY family and to provide a better living and an escape from home for my girlfriend, soon to be fiancée ",I just kinda miss home too much,"It's going to probably be the most physically challenging think you'll ever do, but it's the most amazing thing you can do","No, it has to be physically demanding"
Because I wanted to make a good living and make a family ,The lockers we got were really busted up and old,We had old lockers to hold our stuff in and the latches are broken and old ,
i joined the army for multiple reasons but the main reason lies on my parents's being undocumented and I would like to change that ,no ,it's a lot of sacrifice but will be rewarding in the long run,
The benefits ,Like I hate being away from my family ,The mental part of BCT is hard ,
jan 13 2003,its been hard not having my parents and being away dfrom the them,its all a mind game ,
As a stepping stone for my career and to help with college tuition ,Not really,One person gives you one set of instructions then another gives you different instructions ,Ask the DS to communicate with each other more
For my family and for myself ,Like what we'd  do in the phases ,I don't know ,No 
Money,No,No,No
I wanted to do this for my future ,I miss home but its okay,Homesickness,No
"School, family, dicipline and more",,,
Family and school,They gave us a paper to study for a test and I was getting all of them but I'm not good with names or faces so I didn't do well on the test,I'd just explain if they give you Somone thing to do you do it and do it well,Find a quit spot and study till I get it 
I wanted a job with good benefits ,I would not have done anything differently ,I would not have done anything differently.,No
No ,,,
For education purposes and to become and officer ,,,
School and Travel,,,
I decided to join because of the benefits and to challenge myself ,Nothing to change because everything is given to you on what is your task and that's on you if you want to complete it ,Just to listen to what is being told ,Improving= by always listening and improve myself physically and mentally 
Educational benefits ,A lot of errors and discrepancies ,Uncertainty ,Better communications 
So I can support a future family with the Va loan and the post 9/11 gi bill,Cuz it's hot,It's a bin of ice water and u dip ur arms in it for about 20 seconds ,Just have it schedule in the plan of the day
I want an education and a great experience in the military lifestyle.,"I feel like if we get to keep our weapons on our arms, we would learn to never leave our equipment out of arms reach in a real combat situation.",Always keep your belongings around you so nobody can steal it from you.,Sorry no
For my family,No,I probably couldnt,No i dont
Pay for tuition ,"We don't have enough time for personal hygiene, especially in the morning ",We didn't have enough time to conduct personal hygiene ,Just cut down on all the wait time 
So I can go to the film college of my choice,Not shouting as many expletives,"The drill sergeants at BCT swear a lot when they're trying to intimidate people; it doesn't really work for people who already swear, and it doesn't really make me comfortable when I get sweared at ",It isn't hard; just let the drill sergeants be human to their platoons
i needed money and i wanted to be a better person,better food,i want my food seasoned ,season tha food
"Many members of my family have been in the military, theres many benefits, I loved the idea of wearing the uniform and preforming the duties. Also need some financial help for education ","And actually I'm from Pennsylvania, I'm sorry I thought you meant which base I'm at rn. And I wish I would have studied more for the yellow phase test",That there are different ranks and different people in those ranks who are higher than me. As well as the army motto,Taking more from my free time to study and prepare
I enjoy serving. I'm a cop back at my home town,Depending on your position that you eat in it sometimes runs out. Like today we ran out of rice so half of my platoon didn't get rice,Get in the front of the line,Love you talk to you later
Alabama,No,Wating for red phase and being irritated that you have to eat on the floor.,"I just said them. This is useless. If your going to make us do this, at least give us better questions and have it be optional, or more statistics than just answering questions."
i just graduated and didn't know what to do with my life ,"before i got here i didn't doo anything soo when i got here it sucked cause i wasn't in shape or anything, i felt like shit but it's slowly getting better and it not sucking as much ","you run a lot, you work out a lot, and you get yelled at for fucking up over little shit, but you get paid for it  ",
"I decided to join because I wanted to experience something different and better myself originally, once I realized I also am here to secure a better future for myself and my family.",I think the training was good however for the people that aren't as physically fit I think that we shouldn't go so hard on running ,Larger people don't run as much,Well drill sergeants are too hard on larger people for obvious reasons however they just can't go as far as a more physically fit person,Honestly I got no clue
To make my self better,Fighting training,HAND ON HAND COMBAT TRAINING!,No
My children,"Not much to say. Hard times with covid, I think it was best with what is given.  Can not ask for anything elze","Training for the military but with an global epidemic, done right",No
Career opportunities and college benefits ,I feel that my experience was as good as it could be due to the Corona virus,I experienced a lot of hands on training and classes even though we were on COVID restrictions. ,No 
"To support my family, education benefits, and to serve my country",idk i guess they just didn't have enough,exactly the way i did the first time,order more
To create a better stability for my family and I ,I enjoyed the knowledge I've gained and the structure has definitely been on target ,It is definitely a strict and challenging environment however it's definitely helpful in becoming a future graduate  ,No
I wanted to be more adventurous and get some experience in other things besides the basics of life. ,Ummm.... I just think that the chefs should pay attention when they serve out the food for us and give us the right amount. ,Give us the right amount of food. ,I just want to make sure that every one gets the right amount of food and also if you need more food I think that u should be able to get more and not have to worry about running out. 
Educational purpose ,Maybe salt and pepper packets with the hot A’s and a calendar for trainees,Better food and a calendar ,Get seasoning and calendar 
I question that all the time,Not enough food I'm usually hungry but I'm a 6ft teenager with the appetite of a whale,The food is bland and comes in meager amounts ,No I'd probably get smoked if j said something 
to better my future,we always run out of food ,we want more meat or protein ,get more food for the trainees because we need to eat to put on muscle 
For college benefits,Just so I wouldn't be as confused and didn't have to ask my battle buddies to many question and could rely on myself a majority of the time.,It'd save you a lot a of stress and you wouldn't get smoked all the time. You and your drill sergeants would be happier.,just to pay more attention to detail
I wanted more Discipline and to be able to provide for my family better ,Less standing around and more training we are already living together as a bay I don't understand why we have to wait so long to get more training in ,We had to Quarantine for 2 weeks and we basically didn't do anything ,Test for COVID more frequently 
To get out of my town,I wanted to talk to my loved ones more,We get our phones taken and we dont get them much ,Get our phones on personal tome
,,,
For college tuition ,Have things on done and said on a certain time ,To be ready and expect the unexpected ,Having more communication 
No,I can't think of anything ,It was alright ,No
To travel and a career,More exercise ,Need to have more physical activity ,Finding more efficient ways of doing things
Family influence and education ,The food runs out and leaves others with barely nothing,Food runs out ,Not really 
To make my family proud ,Being more ready to be away from home ,Being homesick and just being with family more before going ,By just staying positive and know that I will see them in September 
"Benefits, study and for progress ",Everithing is ok ,Great ,Everything it's ok 
Plenty of reasons. Mostly for my own growth as a person in general.,I just want to be able to stay connected directly with my loved ones.,I'm sure they know how it feels to be disconnected to someone at one point or another.,Asking the higher-ups in the chain if command for more time with out phones.
I decided to join because ever since i was young I've looked up to people who were in the military and I would like to have free schooling ,I enjoyed it because we were able to learn about weapons and physical stuff before the stress of red phase ,We learned different exercises and weapon maintenance before we started doing obstacle courses and similar things to that ,No everything's fine 
I wanted a challenge and something to make me feel whole ,I wish we had our phones during personal time or a limited time everyday so that we can call or text family instead of using letters ,"I can't because I only have my phone once a week, I would tell them that it sucks here ",Give us our phones more often 
to set up my future for me and my girl. i also did not want to pay for college. ,i often find myself hungry. i am hungry right now,i often find myself hungry. i am hungry right now,not my pay grade
Duty honor country,Not really,It's a good system I guess,Promote
Independence,More meat,I'm hungry ,Yes
Benefits and to get stronger,I cant think of anything ,Its not too bad,Nope
Citizenship ,No,Everything is good,No
Travel and money ,DFAC food has at least some nutritional value since its relatively fresh.  MREs are full of sugar that gets in the way of building muscle mass and losing weight ,MREs are super unhealthy for people who are trying to get fit / stay in shape and we eat them too often ,"Yes, make healthy diets more enforced.  There's no reason we should be eating that much sugar"
So it can look good on my resume to be a police officer,When given instructions i should do them to my max,Always give your maximum effort ,Getting more rest
Because I need to prove it to myself,Everything was fine in my eyes,Everything is what you expect and more,"Nope, don't wanna fix it"
So i wont be a disappoint to my family anymore,covid-19 hit when i was in basic last year and i got sent home,covid-19 hit when i was in basic last year and i got sent home,get rid of covid-19 regulations
Mom had cancer so I wanted to prove to myself that I can make it through basic training ,"I've done it before and it's awesome, but because of COVID the army put in an extra phase in training and took out certain events in the training ",You have a basic helmet and you hit people with bus sticks,
the benefits and bc my grandpa was in the Vietnam war,the masks suck ass I wish I didn't have to wear it,working out with a mask is hard,burn the masks
There's many reasons ,,,
I wanted to set up my life to be stable and get a career ,I really miss my family like a lot and I'm feeling very disconnected with them. I'm also from California so my letters take a long time to get here. ,I would tell them that it sucks not being able to talk to my family,I think that me not being able to talk to them on the regular or like have my phone for sure every Sunday for more then 10 minutes is really hard on me mentally ,"I think that you can give us our phones for longer, we try our hardest all week to only be rewarded for 10 minutes "
I joined for the experience and I wanted to get away from home and start a new life ,I just wanted to see what that job does ,So my job is communications and I just wanted to see what I need to expect for ait ,
i got many reasons ,to pay attention more ,,
"I wanted to join for college benefits and well, gains and for me to get pushed to be better",,,
Education ,I wish I was able to talk to my phone more than once a week,I don't know ,I would write or talk to people that I'm around 
To help fam,Sure,I don't know,No
"future career, experience, and education ",the food had no flavor ,it was flavorless ,
Post military career. I wanted to work for the cia so I decided to join so I can work for the cia,Join military later ,It's fun if you do your thing ,Improving 
Education benefits,We were rushed through and I wasn't able to get some items I needed. I had to borrow some items until we could go to the px again after 2 weeks,More time to shop,No
I heard the army was a great place to make friends,Because the female were in a made up platoon we had different drill sergeants telling us what to do without ,Bye,Bye bye
Educational benefits ,,,
I was born,I wished there were different ways to different things,People learn different in ways,Not really
Family ,Multiple trainees fail to keep track of their gear because everyone else's gear is thrown about the room ,Keep spaces between each other and having a hand full of people issuing items rather than grabbing ourselves ,Having one simple method of issuing 
"Wanted to get something for myself, earn it ",Instead of being standing for a while maybe get weapons quicker etc?,But it's a process so it's understandable,"Not really, just trainees such as myself have to pick up slack"
2003,I could have done more working out on a daily basis ,Treat your body right no matter the circumstances ,Continue to push your self past the limit to extend your body function
For my family ,Maybe pass more time with my family ,,
I'm from florida,,,
I whant to help my comunity and put out fires and stop riots ,If you need somthing  2 tolets dont work and a dryer is also not working wich sucked because we need those ,The toilets dont work and a dryer dosnot work causing a line to build up to use the ones still working ,The bays can be inspeted between cycles 
To succeed in doing something difficult. I was bored with my old life.,"I wish things were better organized and scheduled. Also, people lie to you about things all the time about basically everything, and it's hard to know what's true.",No one knows anything and everything is confusing.,"Lack of organization. Also people in authority feeding those below them information that they don't really have or isn't confirmed, or that changes a week after and is useless.","Get better accountability on how information is disseminated. In general, better organization. Don't tell people things that turn out to be untrue later."
,,,
Poor life choice ,It slows down the intensity of training ,Covid precautions kills training ,Get vaccinated 
For myself and too better my work ethic as well as make a good starter in my career,I don't have any regrets,I like what I comited to and I'm happy with my choice,No
I wanted to meet new people and travel the world.,The Drill Sergeant are really good and well trained on doing their job. They helped me a lot improve my mental and physical.,"It would be a new experience you might like it, you might not",I don't have any idea
My dad and my uncle ,Pull ups and chin ups,Do more pull ups to improve strength ,No
"I decided to join for the experience, since joining rotc in High School I thought it would be interesting. I also joined for college benefits. I want to become an army officer ","I've been nervous about the ACFT, and passing it we've done training to prepare but I wish there was tips that we could do more to pass it. And reassure that they will get us to where we need to be ",I would say I wish I had more tips to get stronger to pass a fitness test ,Giving more tips about the ACFT 
for the flight experience ,everything was fine just training ,The training was extremely hard but it'll mold you into a solider ,no
I don't know. ,I cannot think of anything I would like to have been done differently.,"There's no need for improvement, in my opinion.",I do not have any such thoughts.
For the benefits and college ,Everyone could have been taught almost the same because most of us were taught how to do this differently and now we are all together and we have to start over as a platoon,,
To make my parents and family proud and to start my life,,,
To carry on my family legacy and to feel a sense of purpose ,I worked out some. But not enough. I've got lots of work to do,Done more exercising,Giving This my 100% all
It will set a good foundation for my fiancée and I so we can live comfortably ,Maybe get a little more phone time. It hurts being this far away from my family and I live across the country so mail takes a long time. ,I get to talk with my family more so BCT is more bearable ,Give us more phone time to strictly call family 
Benefits ,Everything seemed fine ,You get used to it,No need to fix anything 
I joined to get a Scatpack Charger ,They call all of us trainees instead of by our names but if they called us by our names  I think that would be more respectful ,It's respect ,Have the drill Sargents call us by our real names or even last names
I wanted to serve my country and get my college paid for as well,"Reception just felt like it had dragged on forever and lasted longer than it needed to, I understand it was all necessary but the fact that it didn't even count towards our 10 weeks for basic was a little discouraging ",Reception should count towards your 10 weeks of basic because otherwise it feels like basic lasts way longer than it should ,No thoughts 
To serve the nation and better myself,Everything was good,My time here has been great,"More running, more physical training, more hands on learning activity "
to get out of a home situation ,sometimes people weren't in the same page or a lot of things we were told got switched around ,the was a mix up in what trainees where told at times ,
"To serve, and see the world ",I feel like I'm not getting enough to eat. ,I still feel like I'm hungry after I eat. ,
To better myself and my family ,That whole sequence was just full of rude manered people not talking about the drill sargents but the other workers ,Reception is the worst part it'll make you think twice about joining the military there alone it's the begging of breaking you,No
I joined because I didn't have a good path set out ahead of me. I needed a job and I wanted to serve my country ,Several washers and dryers didn't work and the floors were often wet. Also the AC was not working at in processing.,Floors were often wet in the laundry room and the AC didn't work at the place where I was being processed,The AC wasn't working just because the unit wasn't working I assume and the laundry room floors were always wet because they weren't grated properly to drain and one of the washers was leaking,Fix the washing machine leaking and properly grate the floors and maintain AC units properly
So that I can be able to support my mother who was in the military ,Nothing that I can think of that I would want to change differently about the last two week of training I've went though ,BCT so far from my experience has been going well and can already feel my self becoming more discipline from just two weeks of being here in Fort Jackson South Carolina. ,None 
I choose to army so i can make a change and make a better name for myself and to serve ,I've had a headache ever since I got here and the nothing they can do except sick call and me made missing some days,That there where no over the the counter pills for headaches ,Just have something for the pain
To get a head start in life and to get established early,"I felt that everything was what I expected. Nothing more, nothing less",BCT is exactly what everyone has heard,
To help with college ,Nothing that comes to mind when you ask me,I don't know,No
I join because I need to start a better life for my self,Like we got here and the drill sergeant tell us we in red phase and before they told us it's starts Monday,So basic is split up in phases and we was in yellow the next phase is red and we was told we don't change phases yet but my drill sergeant told us we was,
"I joined to better myself, travel the world, and for new experiences","I think everything was done well, and with good purpose",Everything that we do in basic training goes along with things that we would have to do in real time on the battle field,No
I wanted to make something of myself ,I can't think of anything I would change ,Everything is done for a reason ,
"I joined the Army Reserve to make a living for myself, and to honor the family members who came before me.","When I first arrived I was giving 5 minutes to take a shower, at least 10 minutes would be better.","When arriving to BCT you are given a short amount of time to shower before bed, and being rushed while doing it.",Focus on some Drill Sergeants on how they treat their Platoons.
Because I love my country ,The drill sergeants we good,As long as you listen and try your best you will be fine. They give simple directions and you follow them,Nope
To help my family,We had three platoons inside a small classroom with bad audio on the projectors,We had a lot of people in a really small classroom,
To provide for my daughter better,Switch to personal shoes quicker,Sometime the running shoes issue hurt your feet ,Not sure 
Benifits and for an extra push,Not really ,I couldn't ,Nope
I joined to better myself. I didn't like the thought of college or just going straight into the work force,"It was quite a hassle to switch bays, and although I understand it's part of the process of being a solider. I wish we had a singular hub we knew we were gonna be during the entirety of BCT",Switching bays in the middle of BCT is not fun,Not really
Help my pay for college,"Because of how many people there was in reception, when my platoon had something to do, we had to wait for hours before the platoon infront of us was finished. ",It's extremely boring and mentally draining. You can't talk or do anything except for reading your smart book ,Have people be nicer to us. I didn't feel very welcome when I arrived
"I didn't want to be the typical teenager to go to collage and be stuck with student loans, and I wanted to get out of my home quick without relying on anyone.",I ended up trying to enjoy my last few weeks at home. And ate lots of junk food and relaxed rather than getting ready for BCT.,You need to be fit atleast a bit the moment you ship,
2002,Just more food,"Out of the 3 meals a day, more food","Just see people weight, keep track, and give more portions accordingly"
I joined to try something new in my life,They turn you away to fast thinking your faking your injury's. And making you go back to training ,Can't find the words right now,No
I had a son about 10 months ago wanted to create a better living for him. ,Prepared properly just mental wise it kinda hit you pretty hard if you have already been under tension in life. I work out m-f in my personally life but more weights & less cardio so the working out is kicking my butt ,It's all a learning process it's like really you don't even know who you are until you get put in a situation like this to where you lose everything you thought you knew about yourself & have to find a deeper purpose. ,The  heat !!! It's hot in SC fort Jackson is boiling I can't lie and on top of people screaming at you it cause for an crazy combo ,"I think the bathrooms can be more clean honestly , I feel the drill SGT's are good with discipline but marching in the heat is dangerous to me cuz I feel woozy sometimes. "
"God, country, family. Make family proud","There was broken washing machines and a lot of yhe lockers had lots of rust, and some were broken",There was rust and broken machines,New machines
For a better future for me and my future family ,There's not much really. One thing is I don't like the fact that we have to share a bay with a platoon that we are not in. Like there whole platoon is together but the males of 1st got split up ,I would want to be in the same sleeping quarters wit my platoon other then being split up ,Maybe do better in keeping the platoons together 
"I joined to try to gain the benefits of the Army, and prepare for an upcoming crisis.",The order in which PT Training is conducted.,"Which exercise to begin with, and which exercise to end with.",No.
I joined for the benefits and to go to college,We waited a little longer than expected for the busses to come retrieve us,I don't know,I have no thoughts about improving this
To get out of a toxic home environment. ,"How quickly we were given information to retain and how quickly we had to memorize it, I feel should have been a bit slower in my opinion ",We had only a few hours at times to know information we were given. ,
To be apart of something that is bigger then myself,Everything went well,"It's not bad, I would recommend ",No
College funds and a break from household issues,As in we were placed by our last names and not random choosing like they told us,We were split up into groups by last name alphabetically and not by random choosing,They need to communicate with each other more often to not confuse the trainees that's all
To better myself and make my family proud ,I wish we did a little bit more running ,Run more than you think you'll need to,Nope 
I wanted to serve and explore the world,Just more encouragement from my peers and drill Sargent's ,Give some motivation like telling someone they did good,
To better myself and it has been something I always wanted to do since middle school ,Nevermind,I have no idea ,No 
To better myself as a person and have college benefits ,"There is not anything that has to be changed maybe Some of the Chow options, but that cant really be determined because we are in early stages of training. ",The lunch is okay and we workout all day,No
to travel to japan,phones everyday ,have phones everyday during personal time,
Family tradition and travel,Well they want us to go into basic having established teamwork but put us in yellow phase where we establish a connection and then 2 weeks later we are broken apart and integrated with the male platoons and have to restart with establishing teamwork,You make friends but then after a couple of weeks are broken up and have to go to other people,Get rid of yellow phase and make reception a week longer for quarantine
College,No,"One drill sergeant would say one thing, the other would say something different ",I have no clue how it would improve tbh 
Family tradition,"The MRE fill your stomach comfortably every time, but when you eat defac food the portions can be low","So trainees give you 1 scoop of a certain food item in the lunch line, but some trainees don't care if thr scoop isn't filled/half full... meaning someone like me can't get the healthy amount of portions to maintain my calories ",Have plates pre-made or have trainees better understand the portioning amounts
I wanted to serve my country like my cousin and like my father did for korea. I also wanted to pay for my own college fees to help my family not spend money on me,"If there is a px or troop store close by and it is personal time, if we ask a drill sergeant and they say yes, 2+ trainees and the drill sergeant goes to the store",2 or more people will ask a leader in the area if they can go to the store to get supplies,Think one of the easiest solutions is to make the regulations for the px store in reception a lot more loose so people can buy more to prep for bct
To travel and start a career ,Having to wait long period of times in between different things we do ,Sitting a lot and waiting ,No
Personal challenge as well as supporting my family. I also want to set my self up for success while in the army. I did it for the greater good of my country realizing that I can make a difference ,No ,Everything prepares you for the next step it will all make sense later ,No 
To have a different life and for the benefits,Delta,There is not ,I do not 
I want to become an adult by the time I'm 20 ,It was really boring ,You sit and stand all day while they try to get you all the shit u need for basic ,No
"To travel, get away from home, meet new people, and to have the experience.","Training itself has been good. I want more time in the classroom to go over stuff we absolutely need to know. The food is okay just wish there was more choices beside chicken, rice.","We have a book that has red stars next to things we need to know, I want to be able to go and study in a classroom with everyone so I can ask questions. ",Being able to talk to them and having more time
Dream job ,Nothing I would change,I like the experience of BCT so far and would not change anything ,Provide better toiletries 
Family ,No comment ,No comment,No comment 
I thought it would make me a better person. ,"The sand we did PRT in hurt my elbows. Other than that, my first two weeks was alright. Can't complain about the food or anything else. ","The Drill SGTs make you go out at 5:00 in the morning and do exercises in a sandy area. Hurts your elbows. The exercise itself isn't bad, but that sand is a pain.","Actually, yeah, put Anakin Skywalker in charge of landscaping. He really doesn't like sand, either, so it would work."
2002,I wish we had gotten more hands on with our weapons to understand how to handle them better ,I would describe it the same way,More one on one time with the trainees in their platoons 
To become a better person ,like better food for the trainees ,better food service for people in training ,"no, I think it's something the staff  has to deal with "
To use the college benefits and better my life,I wish that I would've started basic training right after high school graduation so I could've gone through this already,"Basic training is better to do when u have the most length of free time on your hands, so if you can get an early ship date, close to the start of the summer, then they should do it",I explained it to you up there
I decided to joint the army because I wanted my family to be proud of me and I want to help them out with what I can. I will be the first one in my whole family to join the Army and any Branch of the military,For us to be able to have snacks but like limited snacks. ,Nice talking to you see you later. ,
I wanted to serve for my country ,There's nothing that should be changed,I would tell them that's it's not as bad as it seems,No
For the job and work experience ,I can't think of anything I wish to be different ,,
I joined to better myself and help out my family ,It gets hard to breathe in the heat and all,Like we have to wear masks durning bct but some of us are vaccinated and shouldn't have to ,Not sure 
A mixture of being used to a similar environment and wanting to set my life up for success ,Just getting more sleep would be helpful ,Just needing more sleep because we do a lot of physical activity ,Just allowing break times throughout the day for optional sleeping
"I wanted to start my life, this was a family tradition, and i also plan on getting my girlfriend out of the situation shes in ",I feel that some platoons had it harder because some Drill Sergeants teamed up on different platoons for a simple mistake others made that didnt get corrected ,Lets say a teacher that isnt your teacher walks into your classroom and tells you to stop fuckin looking around and controls everything you do and your teacher is okay with it,
To make a better living for myself,"Yellow phase is 2 weeks of basically nothing besides PT and taking notes on carbines and shooting. Having rifles in hand is a much better process to have when learning to shoot, therefor put yellow and red phase back together.",Yellow phase is basically just a quarantine from the main training area. Basically yellow phase should be combined with red phase as before as it would be obstacles and a little rest after obstacles ,No
I joined to get out of affiliations ,Not really I mean more competitions,I wish the 2 weeks of yellow phase were more competitive ,Nope
Job opportunities ,Training has been fine ,Training is just how you'd expect,Nope
i decided to join because i want the benefits,"everything is fine here, i've just been battling with my myself mentally and physically, and btc helps with that ",i just miss my family,"no, there's nothing i can really do"
To make my mom proud,I wished I worked out more,Do more push ups,Easier drill srgts
Oh sorry ,And my MOS is 25U,Delta company ,When transitioning with the males their drill Sargent did things a bit different than the previous drill sergeant that the females had so most of us were a bit confused in formation. I just wish they would of clarified things a bit more. ,I think we just have to adapt to the new changes 
"I love to travel, and I wanted to start/ have a career.","I fell, I had to get Ct scans to rule out bleeding. But I had a mild concussion from the fall.",Be careful of your surroundings ,Be careful 
Fayetteville North Carolina ,84th company,The food coulda have been better,Nothing it's not to bad
College,"Nothing needs improving, everything is fine",BCT is easy as long as you keep a steady head ,No
I decided to join because the military is very diverse and the army had the best choices to offer in terms of benefits and education.,I wish that we went on more runs and did more pushups ,I would like to do more exercise daily ,Get up earlier and get a good workout in with the platoon 
The Marine Corps wouldn't take me,The girls had to move into the guy bays so bay 4 had to split up because they couldn't facilitate all the males and females without separating a platoon from eachother,Each platoon has a SquadBay and when the females integrated with the males the company didn't have enough bays so they had to break apart a whole platoon just so the girls could have their own bay so now the male platoon that got split up can't work with each other and practice drill in our free time.,Making sure there is enough space to facilitate maximum personnel without causing separation between platoons. Like lowering the maximum persons per cycle or upgrading the facility to facilitate more people
I was tired of being regular! Wanted to improve my discipline and my way of life.,The one week of reception felt like the first two weeks of yellow phase. Which is insane cause in reception we didn't even do pt. ,Its way too long and unnecessary ,No im not sure. Maybe hold tighter schedules. Maybe more workers to help move things along.
I decided to join for the opportunities and the benefits ,Well everything so far has gone real good ,"So it's easy to tell, in basic training you experiment from the beginning on how it feels to be a soldier, you see big names and honorable soldiers, it's a good experience only to some ",No 
Mustang ,Yeah,Nun,No
it was the next step i chose in life (its beneficial),like if you get a profile you cant graduate and if they want to destroy ur body because they dont use anisthetics they might just hurt u bad enough for u to get recycled ,medical is rough and worst than basic itself ,get real doctors or take kids to a real hospital that uses anesthetics to pull teeth stuff like that 
My dad,Worked on cardio ran more,Unbelievable amount of prt,No 
To become more financially stable and to get away from home ,No ,I wish I took extra classes in school to make more money in the army ,Yes 
To serve my country and to start a good career active duty in the National Guards ,More time to ourselves at night ,"Being able to have time at night to ourselves to do laundry, write letters, chat with the battle buddy's, or anything else personal ",Later lights out time 
I joined because I didn't want to go to college ,We have been doing a little bit of everything but we don't really understand how things work,Is like learning only the surface ,Have a study group
2002,"W
",T,7t
Kind of a family thing. It's something I've wanted to do since I was like 10. I'm planning on doing 20 years if I like it and making a career of it.,Like in the US ARMY they are going to do things the way they are supposed to do them. As a trainee my job is to just say ok and do what I'm told.,Exactly how I just explained it above,No
College tuition,Everything was fine,It went good,I said nothing how do I elaborate on that
2001,4th platoon,Delta company ,What's causing its the lack of time
For a good career future and my country ,I need more food to keep from losing weight and for my body to heal and have energy,I'm hungry ,Give more food in line
Better myself ,There are people on the spectrum in the same platoon as me ,I guess they let anyone try out for the army,Mental checks
I decided to join so I can have a better life and for my family and for my future many reasons but mostly to support my family ,I think one thing that could of been done differently is just like the food maybe better or more food ,I would say that the food from BCT is not as good ,Probably just by making the food infront of us 
College ,It was about what I expect,Basic about what you expect ,Not sure 
I don't know ,Nothing ,Yes ,
Dont want to end up a loser,Couldnt follow the first couple days and had some mental issues with not being suited for the army and regretting my choice,Didnt believe I could do it due to a change in enviroment and I wanted out,Drill Sargents should care more 
Becuase my father and step dad both wanted to but were not able to ,When the drill Seargant's ask questions I want to be able to answer ,I would say that we are assigned a bunch of knowledge and we have to learn it ,That's about it 
Do you want specifics? ,,,
Taking care of my family for the future,Young people getting in trouble and have maturing to do and the rest of the platoon paying the price,Some of the recruits are very immature ,Maybe better information before they enlist
For the benifts and money ,Yes study more ,Study hard and Focus hard in class ,
"Free college, and a shorter bootcamp","Lots of drill sergeants are very aggressive and don't necessarily want to approach you as a human. But, a a great number of others are great at it.",You'll love some drill sergeants and very strongly dislike others.,
"I joined to afford college and have the money to set up my life, and to serve my country",Delta company,"I would make the covid restrictions more standard because it's fairly unorganized and completely ineffective in the grand scheme of things. Masks have to be off sometimes and not others, it won't stop the spread of anything if we do it like that, either do it the covid way or not at all, no in between",
My town is a really small town and there's nothing much to do and I want to do something bigger than myself ,Well do classes just like school. Talk about the topic more and go more in depth into it so we could have it in our heads instead of taking notes for 5 seconds a slide,Treat yellow phase like school class,No
"For the educational benefits, to improve myself as a person, and to make my parents proud","On my personal time, I would have liked to have done more excercises to get in better shape",I want to work out more,I should push myself more into working out
I felt lost in the world,"It sucks but I can handle, I'm not a pussy",It can get tough sometimes but keep your eyes on the goal,Never talk to the drill sergeant. I fuck it up every time
For the benefits and to secure a great career in the civilian world with what the army well teach me ,No clue at all ,,
"There's many reasons. To keep family tradition, to serve my country, the amazing benefits, the better myself as a human being, to learn independent skills and I was a very sheltered person so I needed this to make me a better and stronger person.",I wish that we could get a little more phone time on Sunday than just 15 minutes. Being away from family for the first time in my life was very hard for me and I just felt rushed in those short 15 minutes I had many people to call.,I would describe it by saying just to have more opportunities to speak with loved ones and family,Being away from family for the first time in my life has made me a little sad but it's normal. I know I'm gonna see them again when I graduate. ,Nope
I got tired of being used and abused by the private sector in NY. I decided to do something with meaning. Something where I couldn't be fired just because...,We don't get hardly any free time/ personal time.,You have no free time in BCT,Just give us more free time
To use the opportunities it provides as a way to prepare my life once I get out and I've always loved the military environment since 6th grade,"Not really, so far I've been having a very good experience the only thing I would want to change would be things like the water only being hot but that's not really something that applies rn",It burns when you take a shower,Call a water treatment guy or something
2003,Delta,No comment,Not really
"Open opportunity, I really didn't know what to do after highschool","It went well, we had our ups, we had our downs, but it the end we came together as a team. ",I don't wish it would've been done differently,No
To help me get into a better career field,Yes.  The shredded rubber tires are sharp.  I wish we did pt in the grass,I don't w,No
I thought it would be a good opportunity for my future ,There isn't anything I found too bad,The first two week is a more strict version of rotc,Not sure 
Because its was this or college and i got a 17 on the act,My drill sergeants were more teaching then yelling and helped out idk about other ones,They were nice and caring ,
For the student loan repayment programs & other benefits ,Maybe have some of the trainees have the documentation needed before hand. ,,
2002,Other than that everything is what it should be,Do not bring things that are on the list because you will have to buy them anyways,No...Just dont make people waste money...not everyone can afford it
Family an benefits,Since were in yellow phase which is like a quarantine I think we should have just a little more phone time before we start actually trying,,
To protect my loved ones and benefits for college,I wish I would have been able to stay in contact with family more and tried to stay in shape more as well,Just by telling them to talk with their family instead of being in the phone so much and also to just get up and do something ,Try and be open to new people
College,No,Don't go to basic,Give us our phones at personal time
Free education ,Sitting outside on the floor with my food while bugs crawl on my food is annoying ,Sitting outside on the floor with my food while bugs crawl on my food is annoying ,Bring us to the Dfac 
I wanted to serve my country and become a doctor,More in depth briefings of the tasks at hand. ,A more defined list of instructions,Different teaching approaches 
I didn't know what I wanted to do with my life so i decided to check the army out and i liked it a lot,When people are having real legitimate problems the drill Seargents say they are there to help but then they are scary to talk to and don't want to help you out,Drill  Seargents are not understanding to real life problems ,Just have them listen more to the trainees
